927;234575,73;
1215;529200,39;
2394;10276,18;
2482;13029,66;
3049;892,43;
3107;2918,04;
3766;11273,45;
4383;1491,31;
4508;561,05;
4730;8276,30;
5012;806,14;
5016;1447,48;
5120;734,34;
5297;11548,63;
5401;645,04;
5547;9470,30;
5972;3438,40;
6015;407,00;
6231;5000,00;
6272;3546,54;
6292;1048,43;
6303;15951,01;
6494;4689,56;
6574;1713,37;
6716;4466,87;
6778;112705,71;
6782;23808,97;
7016;1102,03;
7070;855,13;
7413;10153,15;
7545;25616,76;
7587;7687,65;
7705;2634,62;
7816;1069,18;
7985;12983,15;
8029;2870,60;
8192;1742,61;
8444;2137,44;
8483;174,51;
8528;4356,65;
8769;3378,72;
8842;896,17;
8947;11355,15;
8962;681,71;
9027;1058,34;
9116;8376,19;
9260;1201,21;
9317;801,10;
9401;5346,20;
9410;2074,61;
9441;618,78;
9448;2839,92;
9470;4865,80;
9482;2479,28;
9594;3962,16;
9612;1879,32;
9669;1532,24;
9734;1080,12;
9788;2022,88;
9806;1700,99;
9808;5484,52;
9855;4382,92;
9879;5581,61;
9956;610,61;
9975;189000,00;
10006;2320,07;
10321;2215,27;
10361;3851,35;
10412;1738,26;
10425;40646,26;
10429;1163,77;
10446;494,63;
10447;678,32;
10448;478,85;
10473;2523,55;
10530;1689,61;
10531;767,87;
10605;8589,73;
10609;1123,01;
10611;8526,38;
10633;957,04;
10679;7631,10;
10682;554,62;
10698;384,58;
10699;253,37;
10792;7038,06;
10835;2345,33;
10869;11388,17;
10876;370,88;
10880;6030,88;
10911;492,65;
11024;3889,42;
11035;7753,56;
11053;11483,07;
11056;2683,33;
11087;870,58;
11089;3355,37;
11220;1446,41;
11237;3753,33;
11252;168,36;
11255;2972,36;
11277;28888,72;
11291;6061,77;
11303;2050,04;
11355;3127,10;
11391;694,42;
11431;518,70;
11434;730,61;
11452;496,44;
11464;1966,47;
11480;2088,46;
11481;1664,14;
11565;617,33;
11608;1447,71;
11636;9671,26;
11653;581,70;
11747;3684,37;
11749;10497,66;
11785;763,29;
11828;470,01;
11906;7210,88;
11908;8983,67;
11925;2277,76;
11926;1146,13;
11949;5259,91;
11974;6927,19;
12023;2500,00;
12254;2550,06;
12269;1827,92;
12276;12873,15;
12279;1250,38;
12293;1896,86;
12306;4794,36;
12307;10405,87;
12308;580,22;
12340;2750,32;
12349;2780,08;
12351;4956,66;
12353;1837,55;
12355;2369,98;
12367;28876,49;
12372;5572,88;
12374;5359,32;
12394;6031,02;
12424;3417,92;
12442;2814,47;
12446;1380,65;
12464;395,54;
12486;5848,45;
12538;715,62;
12588;2529,82;
12594;1442,97;
12629;1539,98;
12631;12506,33;
12640;2773,82;
12656;5389,97;
12709;1511,41;
12747;4328,32;
12769;5139,22;
12775;1105,32;
12794;2746,37;
12823;2080,71;
12826;2485,53;
12856;2090,92;
12870;3790,27;
12887;1447,46;
12901;9842,66;
12934;1443,20;
12995;3407,31;
13021;3263,99;
13027;4000,00;
13041;11172,28;
13054;6810,51;
13067;3542,88;
13075;2420,24;
13099;5074,47;
13107;779,41;
13131;5851,16;
13137;10000,00;
13143;4529,74;
13236;2408,50;
13281;26205,60;
13298;1888,93;
13315;6849,19;
13336;7517,13;
13342;2351,06;
13399;1640,18;
13426;298,26;
13542;1420,95;
13543;5839,51;
13571;2416,92;
13574;999,18;
13584;596,19;
13610;1292,16;
13659;8945,72;
13677;4143,62;
13682;8168,94;
13695;24387,65;
13723;2371,64;
13744;5401,54;
13746;7485,23;
13751;1900,25;
13791;1900,25;
13827;1020,58;
13829;2344,57;
13852;522,65;
13865;3848,78;
13866;4407,30;
13884;9832,35;
13886;950,62;
13889;4345,91;
13918;2368,26;
13936;6315,81;
13939;2079,33;
13946;1846,88;
13952;1008,38;
13969;1592,64;
13978;1872,09;
13980;600,03;
13989;416,84;
13991;1055,60;
14000;565,78;
14006;6896,66;
14010;1364,33;
14023;589,79;
14030;600,24;
14034;4420,33;
14055;1046,15;
14056;6995,26;
14062;7469,25;
31571;2416,92;
